Employee,Level,Workgroup,Position_Name
10519478,13,01MIN1CSLA_D,Staff 13
10066260,13,05PAETFURT_D,Staff 13
10510505,13,05PHRAPSLA_D,Staff 13
10631942,12,03HATYFEED_M,Professional 12
10528906,13,01MIN1CSLA_D,Staff 13
10221848,13,01MAHAFOOD_D,Staff 13
10003732,8,WGDUMMY_DMUP,Management 08
10042309,13,01SARACFUR_M,Staff 13
10035973,10,WGDUMMY_DMUP,Professional 10
10354357,13,01KORFURP_D,Staff 13
10570803,13,02KLANFURT_D,Staff 13
10245212,13,08CHESTER_H,Staff 13
10168716,11,03PHITFEED_M,Professional 11
10607527,13,01SARACSLA_D,Staff 13
10533764,13,05BUDZONE-B_M,Staff 13
10262503,13,01KORSLAU_D,Staff 13
10002144,10,WGDUMMY_DMUP,Professional 10
10379835,13,MEIJFACT_M,Staff 13
10057673,13,01NONGFOOD_M,Staff 13
10051352,13,01SARASAUS_M,Staff 13
10253776,10,WGDUMMY_DMUP,Professional 10
10562696,13,05BANNEGSO_D,Staff 13
10170061,11,02RANOFURT_M,Professional 11
10063163,13,01SARACFUR_D,Staff 13
10635540,13,01MIN1CFUR_D,Staff 13
10636169,13,03THARFEED_M,Staff 13
10574256,13,01MIN2CFUR_D,Staff 13
10621887,12,09LEADEROFF_M,Professional 12
10003632,8,WGDUMMY_DMUP,Management 08
10573288,13,01MIN1CSLA_D,Staff 13
10006898,7,WGDUMMY_DMUP,Senior Management 07
10540856,12,09CPFITOFF_M,Professional 12
10046809,13,01MIN1CSLA_M,Staff 13
10551449,13,01SARACSLA_D,Staff 13
10249499,13,01KORFURP_D,Staff 13
10611562,13,01MIN1CSLA_D,Staff 13
10512762,13,WGDUMMY_SMDW,Staff 13
10424221,13,05ISANSWIN_M,Staff 13
10263975,13,01NONGFOOD_M,Staff 13
10634597,13,01MIN1CFUR_D,Staff 13
10391625,13,01MIN1CSLA_M,Staff 13
10546389,13,05BUDZONE-B_D,Staff 13
10162991,13,05CENTBRFA_M,Staff 13
10348610,12,01NONGFOOD_M,Professional 12
10311855,11,01MIN2CFUR_M,Professional 11
10373167,13,04MAHAFEED_D,Staff 13
10612418,13,01MIN1CSLA_D,Staff 13
10374817,10,09CPLIOFF_M,Professional 10
10502965,13,01BANGDSLA_D,Staff 13
10209072,11,08CHESTER_M,Professional 11
10022051,9,WGDUMMY_DMUP,Management 09
10017449,10,WGDUMMY_DMUP,Professional 10
10053433,13,01PAETFOOD_M,Staff 13
10618400,13,01MIN1CFUR_D,Staff 13
10635530,13,01MIN1CFUR_D,Staff 13
10613350,13,01BANNEGPR_D,Staff 13
10225312,13,01SARACSLA_D,Staff 13
10101810,13,CROPCPALOEI_D,Staff 13
10068168,11,05SOUTEGG_M,Professional 11
10522596,13,01MIN2CFUR_D,Staff 13
10299922,13,05ISANPSLA_M,Staff 13
10245950,11,07BANGLOGI_M,Professional 11
10004021,9,09GMOFF_M,Management 09
10016201,11,06SOUTFARM_M,Professional 11
10169369,13,09TECHNOFF_M,Staff 13
10028823,9,WGDUMMY_DMUP,Management 09
10563268,13,01MIN1CSLA_D,Staff 13
10609152,13,06RESEFARM_D,Staff 13
10535178,13,05SISACSLA_D,Staff 13
10355283,11,01BANGDSLA_M,Professional 11
10002823,5,WGDUMMY_DMUP,Top Executive 05
10216665,13,01MIN1CSLA_D,Staff 13
10063315,13,01MAHAFOOD_M,Staff 13
10007989,11,06SOUTFARM_M,Professional 11
10569057,13,05GBEFARM_M,Staff 13
10566116,13,01MIN1CSLA_D,Staff 13
10324273,13,01MIN1CSLA_D,Staff 13
10532413,12,KPAFACNO6M,Professional 12
10554292,10,WGDUMMY_DMUP,Professional 10
10218649,13,02KLANFURT_D,Staff 13
10502135,13,05PARKCEFA_M,Staff 13
10072181,13,06EAS1FARM_M,Staff 13
10621812,13,05BUDZONE-A_D,Staff 13
10361940,13,01NONGFOOD_M,Staff 13
10610589,12,01KORSLAU_M,Professional 12
10621931,13,05ISANSWIN_M,Staff 13
10051385,13,05KORABEFA_M,Staff 13
10509308,13,01NONGFOOD_D,Staff 13
10617774,13,01MIN2CFUR_D,Staff 13
10516176,13,05ISANPSLA_M,Staff 13
10150675,11,05NORTBEFA_M,Professional 11
10559327,12,08FOODMARK_M,Professional 12
10360082,13,08BKKFS5_M,Staff 13
10606368,13,05ISANPSLA_D,Staff 13
10504823,13,05ISANSWIN_M,Staff 13
10386076,13,01KORFURP_D,Staff 13
10602096,13,03KM21FEED_M,Staff 13
10041042,9,(Not Use) DUMMY,Management 09
10382545,12,06AMWWFARM_M,Professional 12
10093459,13,CPPFAC12-19_M,Staff 13
10049866,13,09CPFOFF_M,Staff 13
10431682,12,09CPFOFF_M,Professional 12
10517086,13,05PAETFURT_D,Staff 13
10077130,13,01SARACFUR_D,Staff 13
10357165,13,03TKASFEED_M,Staff 13
10419090,13,07MODETRAD_M,Staff 13
10020892,11,06EASTHAT_M,Professional 11
10094267,13,DMTCHOKCHAI_M,Staff 13
10573566,13,02KLANFURT_D,Staff 13
10033260,11,05DUCKBEF_M,Professional 11
10364996,13,05BUDZONE-B_M,Staff 13
10566471,13,01MAHAFOOD_D,Staff 13
10009562,9,WGDUMMY_DMUP,Management 09
10398530,13,01MIN1CSLA_D,Staff 13
10058957,13,05NORTBEFA_M,Staff 13
10005193,11,07BANGLOGI_M,Professional 11
10033079,9,WGDUMMY_DMUP,Management 09
10285268,13,01MIN1CFUR_D,Staff 13
10028321,10,WGDUMMY_DMUP,Professional 10
10564418,13,01SARACFUR_D,Staff 13
10628499,13,05KRABIPSLA_D,Staff 13
10000076,5,WGDUMMY_OVERSEA,Top Executive 05
10615723,13,01MIN1CSLA_D,Staff 13
10378559,13,01KORFURP_D,Staff 13
10394572,13,01MIN1CSLA_D,Staff 13
10530541,12,05ISANSWIN_M,Professional 12
10257641,13,06RESEFARM_M,Staff 13
10270300,13,03LAMPFEED_M,Staff 13
10275503,13,09TECHNOFF_M,Staff 13
10596137,13,05BUDZONE-B_D,Staff 13
10273385,13,01MIN1CSLA_D,Staff 13
10030610,8,09GMOFF_M,Management 08
10247089,13,01NONGFOOD_M,Staff 13
10596133,13,05BUDZONE-B_D,Staff 13
10365076,13,01NONGFOOD_D,Staff 13
10174684,13,05GBEFARM_M,Staff 13
10046720,13,01MIN1CSLA_M,Staff 13
10038529,10,WGDUMMY_DMUP,Professional 10
10633920,13,01KORFURP_D,Staff 13
10529506,13,01MIN1CSLA_D,Staff 13
10548363,12,09CPFOFF_M,Professional 12
10005298,11,03KM21FEED_M,Professional 11
10528954,13,DMTLATKRA_M,Staff 13
10101023,11,CPPCPTGOFF_M,Professional 11
10023806,9,WGDUMMY_DMUP,Management 09
10181277,13,01MIN2CFUR_D,Staff 13
10524300,11,09CPFITOFF_M,Professional 11
10576361,13,05SAMUPSLA_D,Staff 13
10094576,13,DMTLATKRA_M,Staff 13
10382460,13,05ISANPSLA_M,Staff 13
10623877,13,01SARACFUR_D,Staff 13
10094336,13,DMTCENTRAL_M,Staff 13
10201214,13,01PAETFOOD_D,Staff 13
10509201,13,05ISANPSLA_M,Staff 13
10634373,11,09HROFF_M,Professional 11
10629766,13,05PAETFURT_D,Staff 13
10593873,10,CROPCPEOFF_M,Professional 10
10064234,13,06SOUTFARM_M,Staff 13
10374552,13,01MIN2CFUR_D,Staff 13
10504923,11,WGDUMMY_SMDW,Professional 11
10631415,13,01SARACFUR_D,Staff 13
10037146,10,WGDUMMY_DMUP,Professional 10
10535655,13,01MIN2DFUR_D,Staff 13
10249013,13,04MAHAFEED_D,Staff 13
10627380,13,01SARACSLA_M,Staff 13
10008471,10,WGDUMMY_DMUP,Professional 10
10608112,12,07LAMPLOGI_M,Professional 12
10383458,13,01KORFURP_D,Staff 13
10513841,13,01KORSLAU_D,Staff 13
10515544,11,09ACCOFF_M,Professional 11
10606485,13,05PARKCDFA_M,Staff 13
10615833,13,01MIN1CSLA_D,Staff 13
10392209,13,07BKKFM_M,Staff 13
10397542,13,05EASTSWIN_M,Staff 13
10069299,13,01KORFURP_D,Staff 13
10569789,13,CPIFAC_D,Staff 13
10519831,13,05WESTSWIN_M,Staff 13
10008126,12,03THARFEED_M,Professional 12
10592692,13,01MAHAFOOD_D,Staff 13
10556690,13,05KRABIPSLA_D,Staff 13
10573336,13,02KLANFURT_D,Staff 13
10258765,12,07NORTFM_M,Professional 12
10595036,13,05KRABIPSLA_D,Staff 13
10572967,13,05KORABRFA_M,Staff 13
10605893,13,08CHESTER_H,Staff 13
10518622,13,01KORSLAU_D,Staff 13
10517843,13,MEIJFACT_M,Staff 13
10160621,11,03SRIRFEED_M,Professional 11
10073200,13,05EASTEGFA_D,Staff 13
10032128,10,WGDUMMY_DMUP,Professional 10
10616595,13,01MIN2CFUR_D,Staff 13
10592568,13,01MAHAFOOD_D,Staff 13
10016264,12,01MIN2DFUR_M,Professional 12
10616474,13,01KORFURP_D,Staff 13
10388237,13,01SARACFUR_D,Staff 13
10604649,13,01KORSLAU_D,Staff 13
10397851,13,05CENTEGG_M,Staff 13
10560809,13,01MIN2CFUR_D,Staff 13
10622444,13,05BUDZONE-A_D,Staff 13
10047963,13,01NONGFOOD_M,Staff 13
10500755,13,01SARACFUR_D,Staff 13
10637360,13,01MIN1CSLA_D,Staff 13
10423690,13,04MAHAFEED_D,Staff 13
10565700,13,01KORSLAU_D,Staff 13
10028223,13,MEIJFACT_M,Staff 13
10318621,13,05NORTINTE_M,Staff 13
10524955,13,01MIN1CSLA_D,Staff 13
10561248,13,05EASTPSLA_D,Staff 13
10258082,13,01AROOCSLA_M,Staff 13
10623432,13,05SOUTBEFA_M,Staff 13
10594051,12,03THARFEED_M,Professional 12
10558003,12,05PAETFURT_M,Professional 12
10521036,13,01MIN1CSLA_D,Staff 13
10570978,13,01MAHAFOOD_D,Staff 13
10529212,13,01MIN1CSLA_D,Staff 13
10053947,13,06SOUTFARM_M,Staff 13
10321735,13,05ISANPSLA_M,Staff 13
10249171,13,01NONGFOOD_M,Staff 13
10073761,13,05BANJINTE_M,Staff 13
10338725,13,01KORFURP_D,Staff 13
10507969,13,05SISACSLA_D,Staff 13
10529568,13,01MIN1CSLA_D,Staff 13
10606418,13,05ISANSWIN_M,Staff 13
10550441,13,01PAETFOOD_D,Staff 13
10513257,13,01KORSLAU_D,Staff 13
10306561,13,01KORSLAU_M,Staff 13
10218203,11,05NORTBEFA_M,Professional 11
10632703,13,05SWINFARM_M,Staff 13
10309297,12,05KORABRFA_M,Professional 12
10004301,7,WGDUMMY_DMUP,Senior Management 07
10420234,10,WGDUMMY_DMUP,Professional 10
10565305,13,05ISANPSLA_D,Staff 13
10548483,13,05ISANPSLA_M,Staff 13
10599430,13,01SARASAUS_D,Staff 13
10574838,13,08CHESTER_H,Staff 13
10003524,13,01SARACSLA_M,Staff 13
10537778,12,CROPCPEOFF_M,Professional 12
10616602,13,05EASTSWIN_M,Staff 13
10529159,13,01MIN1CSLA_D,Staff 13
10432665,13,05ISANPSLA_M,Staff 13
10620920,13,01MIN1CSLA_D,Staff 13
10552494,12,09CPFITOFF_M,Professional 12
10422795,12,KPIFACNO6M,Professional 12
10292643,13,05SWINFARM_M,Staff 13
10605241,13,01KORFURP_D,Staff 13
10518656,13,06EAS1FARM_D,Staff 13
10088884,13,MEIJFACT_M,Staff 13
10564751,13,01KORSLAU_D,Staff 13
10349818,13,05ISANSWIN_M,Staff 13
10552110,13,01NONGJBAK_D,Staff 13
10531793,13,05NORTINTE_M,Staff 13
10045175,13,01NONGFOOD_M,Staff 13
10595525,13,05SARABRFA_M,Staff 13
10290239,9,WGDUMMY_DMUP,Management 09
10320635,12,01SARACSLA_M,Professional 12
10512403,13,05KRABIPSLA_M,Staff 13
10343863,13,05BUDZONE-B_M,Staff 13
10531980,13,05BUDZONE-B_D,Staff 13
10074756,13,01SARASAUS_M,Staff 13
10166814,11,03NONGFEED_M,Professional 11
10366616,12,03TKASFEED_M,Professional 12
10063226,13,01SARACSLA_D,Staff 13
10518845,13,01SARACFUR_D,Staff 13
10601720,13,01SARACSLA_D,Staff 13
10039122,10,WGDUMMY_DMUP,Professional 10
10432706,13,05JANACSLA_D,Staff 13
10039734,10,WGDUMMY_DMUP,Professional 10
10600298,12,01WANGSAUC_M,Professional 12
10062732,13,01SARACFUR_D,Staff 13
10021790,13,01SARACFUR_M,Staff 13
10566168,13,01KORFURP_D,Staff 13
10040190,7,WGDUMMY_DMUP,Senior Management 07
10605309,13,01KORFURP_M,Staff 13
10568024,13,01MIN2CFUR_D,Staff 13
10621534,13,05EASTPSLA_D,Staff 13
10560383,13,08FOODMARK_H,Staff 13
10307504,13,05KORABEFA_M,Staff 13
10628872,13,05SAMUPSLA_D,Staff 13
10054684,12,01MAHAFOOD_M,Professional 12
10241659,13,05PAETFURT_D,Staff 13
10179265,9,09GMOFF_M,Management 09
10067074,13,01SARACSLA_D,Staff 13
10285618,13,01SARACSLA_D,Staff 13
10531800,13,05NORTINTE_M,Staff 13
10608062,13,DMTLATKRA_M,Staff 13
10420278,10,WGDUMMY_DMUP,Professional 10
10573209,13,01MIN1CSLA_D,Staff 13
10551896,12,07BANGLOGI_M,Professional 12
10556214,11,09CPFITOFF_M,Professional 11
10372316,13,MEIJFACT_M,Staff 13
10009840,11,03RATCFEED_M,Professional 11
10549144,13,01NONGFOOD_D,Staff 13
10528845,13,01BANGDSLA_D,Staff 13
10101240,13,CROPCPALOEI_M,Staff 13
10226942,11,03KM21FEED_M,Professional 11
10623757,13,05EASTEGFA_D,Staff 13
10537939,13,01BANGDSLA_D,Staff 13
10524850,13,01MIN1CSLA_D,Staff 13
10399499,13,05KORABEFA_M,Staff 13
10167002,10,WGDUMMY_DMUP,Professional 10
10535175,13,05SISACSLA_D,Staff 13
10618505,13,01MIN1CSLA_D,Staff 13
10223037,13,05CENTEGG_M,Staff 13
10017493,12,03KM21FEED_M,Professional 12
10600884,13,05ISANSWIN_M,Staff 13
10416821,13,05EASTSWIN_M,Staff 13
10296396,12,07ISANFM_M,Professional 12
10564120,13,05ISANPSLA_D,Staff 13
10621030,13,01MIN1CSLA_D,Staff 13
10074614,13,05ISANBRFA_M,Staff 13
10568771,12,WGDUMMY_DMUP,Professional 12
10378094,13,05ISANSWIN_M,Staff 13
10291930,13,01MIN1CSLA_D,Staff 13
10597377,13,05MAHACSLA_D,Staff 13
10185133,13,01KORSLAU_D,Staff 13
10009029,10,WGDUMMY_DMUP,Professional 10
10591110,13,01SARACSLA_D,Staff 13
10615393,13,01MIN1CSLA_D,Staff 13
10617338,13,05KRABIPSLA_D,Staff 13
10615052,13,01KORSLAU_D,Staff 13
10294126,13,05CENTBRFA_M,Staff 13
10041046,10,WGDUMMY_DMUP,Professional 10
10365187,13,05EASTPSLA_M,Staff 13
10046968,13,01MIN1CFUR_M,Staff 13
10626614,13,08CHESTER_H,Staff 13
10045530,13,01NONGFOOD_M,Staff 13
10563668,13,01BANGDSLA_D,Staff 13
10393717,13,01KORSLAU_M,Staff 13
10524915,13,01MIN1CSLA_D,Staff 13
10627949,13,01KORSLAU_D,Staff 13
10524965,13,01MIN1CSLA_D,Staff 13
10057632,13,01NONGFOOD_M,Staff 13
10429682,13,05PHRAPSLA_D,Staff 13
10083431,13,01KORFURP_D,Staff 13
10031944,10,WGDUMMY_DMUP,Professional 10
10200778,13,01SARACSLA_M,Staff 13
10566598,11,09CPFITOFF_M,Professional 11
10605114,12,KPIFACNO6M,Professional 12
10160076,11,06AMWWFARM_M,Professional 11
10411082,13,08FOODMARK_M,Staff 13
10328499,13,05SARABRFA_M,Staff 13
10403462,13,05ISANSWIN_M,Staff 13
10082555,12,01SARACSLA_M,Professional 12
10066438,13,01KORSLAU_D,Staff 13
10238815,13,05NORTBEFA_M,Staff 13
10560943,13,01MIN2CFUR_D,Staff 13
10160061,10,WGDUMMY_DMUP,Professional 10
10288892,13,05WESTSWIN_M,Staff 13
10616718,13,01MIN1CSLA_D,Staff 13
10574486,13,01MIN2DFUR_D,Staff 13
10612653,13,01NONGJEGFU_D,Staff 13
10261520,13,01NONGJBAK_M,Staff 13
10510452,11,09CPFOFF_M,Professional 11
10065229,13,01KORSLAU_D,Staff 13
10621710,13,01BANNEGPR_D,Staff 13
10540322,13,05NORTINTE_D,Staff 13
10382490,13,05EASTPSLA_M,Staff 13
10388699,13,05JANACSLA_D,Staff 13
10267451,13,01NONGFOOD_M,Staff 13
10297605,13,01BANGDSLA_D,Staff 13
10615413,13,01MIN1CSLA_D,Staff 13
10288739,13,01SARACFUR_D,Staff 13
10347907,13,01SARACFUR_D,Staff 13
10067071,13,01SARASAUS_M,Staff 13
10291266,12,05CENTEGG_M,Professional 12
10376590,11,03KOKKFEED_M,Professional 11
10342735,13,01NONGFOOD_D,Staff 13
10534357,13,01BANNEGPR_D,Staff 13
10573535,13,02KLANFURT_D,Staff 13
10394646,13,01MIN1CSLA_D,Staff 13
10369124,13,01MIN1CFUR_M,Staff 13
10091307,13,CPIRM_D,Staff 13
10360993,13,05SARABEFA_M,Staff 13
10173055,10,06RESEFARM_M,Professional 10
10093324,13,CPPSFARMPRO_M,Staff 13
10051622,13,05BANJINTE_M,Staff 13
10594257,13,05SARABRFA_M,Staff 13
10564512,13,08CHESTER_H,Staff 13
10217877,13,05ISANSWIN_M,Staff 13
10422409,13,01SARACSLA_D,Staff 13
10423936,13,06SOUTFARM_D,Staff 13
10283463,13,02RANOFURT_D,Staff 13
10059485,13,01BANGDSLA_M,Staff 13
10556535,13,08CHESTER_M,Staff 13
10628902,13,05SAMUPSLA_D,Staff 13
10208099,13,01SARACFUR_D,Staff 13
10091236,12,CPIFAC_M,Professional 12
10555068,12,05ISANSWIN_M,Professional 12
10036035,12,01MIN2CFUR_M,Professional 12
10571953,13,05CENTEGG_M,Staff 13
10257948,13,01KORSLAU_M,Staff 13
10433193,13,01WANGSAUC_M,Staff 13
10267490,13,01KORFURP_D,Staff 13
10094448,13,CPPCPTGOFF_M,Staff 13
10556697,13,06EAS1FARM_D,Staff 13
10323879,13,05BUDZONE-B_M,Staff 13
10568583,13,05LAMPCSLA_D,Staff 13
10327735,13,01BANNEGPR_M,Staff 13
10363189,13,01SARACSLA_D,Staff 13
10264252,13,01SARACSLA_D,Staff 13
10547155,13,05ISANSWIN_M,Staff 13
10008136,10,WGDUMMY_DMUP,Professional 10
10384244,13,01MIN1CSLA_D,Staff 13
10065684,13,01KORFURP_D,Staff 13
10602598,13,08CHESTER_H,Staff 13
10383476,13,01MIN2DFUR_M,Staff 13
10566017,13,01KORSLAU_D,Staff 13
10375764,12,07NORTFM_M,Professional 12
10047920,13,05CHICKBEF_M,Staff 13
10363881,13,01MIN1CSLA_D,Staff 13
10609149,12,05NORTINTE_M,Professional 12
10341192,13,02RANOFURT_D,Staff 13
10381498,13,05BUDZONE-B_M,Staff 13
10233675,12,ACCNONOFF_M,Professional 12
10615353,13,01MIN1CSLA_D,Staff 13
10432807,13,05ISANSWIN_M,Staff 13
10592580,13,01MAHAFOOD_D,Staff 13
10414353,13,01SARACFUR_D,Staff 13
10610378,13,05ISANPSLA_D,Staff 13
10406801,13,01KORSLAU_D,Staff 13
10066669,13,01KORSLAU_D,Staff 13
10160852,11,06AFWWFARM_M,Professional 11
10370027,11,09CPFOFF_M,Professional 11
10633882,13,01SARASAUS_D,Staff 13
10618567,13,01MIN1CSLA_D,Staff 13
10328002,13,01KORFURP_D,Staff 13
10064174,13,01SARACFUR_D,Staff 13
10065084,13,02RANOFURT_D,Staff 13
10063603,13,05BANJINTE_M,Staff 13
10620857,13,05LAMPCSLA_D,Staff 13
10599586,13,CPIFAC_D,Staff 13
10324976,12,MEIJFACT_M,Professional 12
10613141,13,02KLANFURT_D,Staff 13
10012740,11,03THARFEED_M,Professional 11
10615107,13,01MIN1CSLA_D,Staff 13
10055823,13,05WESTSWIN_M,Staff 13
10172861,13,01MIN2CFUR_D,Staff 13
10285703,13,01KORFURP_D,Staff 13
10514092,13,01PAETFOOD_D,Staff 13
10101566,13,CPPFAC12-19_D,Staff 13
10573370,13,05ISANPSLA_D,Staff 13
10250191,13,01MIN1CSLA_D,Staff 13
10055006,12,07MODETRAD_M,Professional 12
10627514,13,01NONGFOOD_D,Staff 13
10568417,13,MEIJFACT_M,Staff 13
10169199,12,05PARKCEFA_M,Professional 12
10094745,13,DMTLATKRA_M,Staff 13
10031334,10,WGDUMMY_DMUP,Professional 10
10276999,13,01MIN1CSLA_D,Staff 13
10347670,10,WGDUMMY_DMUP,Professional 10
10040994,12,07MODETRAD_M,Professional 12
10556354,12,09TECHNOFF_M,Professional 12
10021343,9,WGDUMMY_DMUP,Management 09
10374564,11,09CPLIOFF_M,Professional 11
10394598,13,01MIN1CFUR_D,Staff 13
10003134,12,01SARACSLA_M,Professional 12
10044017,11,01KORFURP_M,Professional 11
10420459,13,01KORSLAU_M,Staff 13
10616115,13,05SAMUPSLA_D,Staff 13
10415323,8,09GMOFF_M,Management 08
10011079,6,WGDUMMY_DMUP,Executive 06
10199692,12,03LAMPFEED_M,Professional 12
10627219,13,08CHESTER_H,Staff 13
10310086,13,01KORSLAU_D,Staff 13
10069689,13,01SARACFUR_D,Staff 13
10251730,13,01NONGFOOD_M,Staff 13
10636330,13,05CENTEGG_D,Staff 13
10012097,10,WGDUMMY_DMUP,Professional 10
10202145,10,05PAETFURT_M,Professional 10
10549229,12,08ISANFS5_M,Professional 12
10517591,13,03HATYFEED_M,Staff 13
10374872,13,05BUDZONE-B_M,Staff 13
10539145,13,05SWINFARM_M,Staff 13
10534839,13,08FOODMARK_M,Staff 13
10505887,13,06RESEFARM_M,Staff 13
10039458,11,03KOKKFEED_M,Professional 11
10360750,11,09HILAIOFF_M,Professional 11
10423098,13,05EASTSWIN_M,Staff 13
10069107,13,01SARASAUS_D,Staff 13
10390157,13,01MAHAFOOD_D,Staff 13
10031718,10,WGDUMMY_DMUP,Professional 10
10347290,13,08CHESTER_M,Staff 13
10094339,13,DMTCENTRAL_M,Staff 13
10541144,13,05KORABEFA_M,Staff 13
10277081,13,01KORFURP_D,Staff 13
10017093,13,01SARACSLA_M,Staff 13
10521460,13,01MIN1CSLA_D,Staff 13
10357240,13,02KLANFURT_D,Staff 13
10532676,13,01KORFURP_D,Staff 13
10262419,13,01KORFURP_D,Staff 13
10031097,10,WGDUMMY_DMUP,Professional 10
10020885,10,WGDUMMY_DMUP,Professional 10
10595215,13,08CHESTER_M,Staff 13
10184435,13,01NONGFOOD_M,Staff 13
10575068,13,01BANGDSLA_D,Staff 13
10622160,11,WGDUMMY_SMDW,Professional 11
10633989,13,05EASTPSLA_D,Staff 13
10355479,10,WGDUMMY_DMUP,Professional 10
10510078,13,05SISACSLA_D,Staff 13
10037400,10,WGDUMMY_DMUP,Professional 10
10609102,13,01MIN1CSLA_D,Staff 13
10619995,12,CPPSFARMPRO_M,Professional 12
10049512,13,01MIN2CFUR_M,Staff 13
10207904,13,01SARACSLA_D,Staff 13
10231966,12,MEIJOFFI_M,Professional 12
10331038,13,01SARACFUR_D,Staff 13
10027760,12,04BANPFEED_M,Professional 12
10054307,12,05BANBFARM_M,Professional 12
10048287,13,01MIN1CSLA_D,Staff 13
10522813,12,09CPFITOFF_M,Professional 12
10633408,13,05EASTSWIN_M,Staff 13
10544449,11,05PHUDAIRY_M,Professional 11
10056499,12,03PAKTFEED_M,Professional 12
10615613,13,01MIN1CSLA_D,Staff 13
10621084,13,01MIN1CFUR_D,Staff 13
10552131,13,01NONGJEGFU_D,Staff 13
10299406,13,06EASTHAT_M,Staff 13
10281205,13,02RANOFURT_D,Staff 13
10005933,13,01BANGDSLA_M,Staff 13
10197339,9,WGDUMMY_DMUP,Management 09
10351810,13,05CENTEGG_D,Staff 13
10592014,13,05NORTINTE_M,Staff 13
10563296,13,01BANGDSLA_D,Staff 13
10261348,12,03LAMPFEED_M,Professional 12
10371398,13,05CENTBRFA_M,Staff 13
10510063,13,01KORSLAU_D,Staff 13
10529428,13,01MIN1CSLA_D,Staff 13
10344276,13,01MIN1CFUR_M,Staff 13
10622174,13,01MIN1CSLA_D,Staff 13
10017123,12,01SARACFUR_M,Professional 12
10008457,12,06EASTHAT_M,Professional 12
10517316,13,MEIJFACT_M,Staff 13
10606118,13,MEIJFACT_M,Staff 13
10165859,12,06EAS1FARM_M,Professional 12
10288239,13,05ISANSWIN_M,Staff 13
10605603,13,01MAHAFOOD_D,Staff 13
10417544,13,05BUDZONE-ES_D,Staff 13
10064471,13,05EASTEGFA_M,Staff 13
10095040,11,CPPCPTGOFF_M,Professional 11
10232419,12,01SARACSLA_M,Professional 12
10596033,13,05EASTPSLA_D,Staff 13
10266147,13,05EASTSWIN_M,Staff 13
10506018,13,05KLONPSLA_M,Staff 13
10002925,10,WGDUMMY_DMUP,Professional 10
10424625,12,09CPFITOFF_M,Professional 12
10503577,13,01BANGDSLA_D,Staff 13
10615707,13,05SARABEFA_M,Staff 13
10038151,10,WGDUMMY_DMUP,Professional 10
10606615,10,WGDUMMY_DMUP,Professional 10
10191189,11,03PAKTFEED_M,Professional 11
10597261,13,08ISANFS5_D,Staff 13
10555053,13,MEIJFACT_M,Staff 13
10519556,13,01MIN1CSLA_D,Staff 13
10370168,13,01KORFURP_D,Staff 13
10297102,12,01MIN1CSLA_M,Professional 12
10342336,13,MEIJOFFI_M,Staff 13
10268655,13,05ISANPSLA_M,Staff 13
10349841,13,05ISANSWIN_M,Staff 13
10091511,10,CPIOFF_M,Professional 10
10419566,13,05ISANPSLA_M,Staff 13
10047754,13,05CENTBRFA_M,Staff 13
10621966,13,05WESTSWIN_M,Staff 13
10597769,12,01MAHAFOOD_M,Professional 12
10636008,13,05CENTEGG_M,Staff 13
10383266,12,05WESTSWIN_M,Professional 12
10574902,13,01MIN2CFUR_D,Staff 13
10268881,13,01KORSLAU_D,Staff 13
10352868,13,01KORSLAU_D,Staff 13
10537803,13,01SARACSLA_D,Staff 13
10564208,13,05EASTPSLA_D,Staff 13
10396442,13,MEIJFACT_M,Staff 13
10337328,13,MEIJOFFI_M,Staff 13
10637406,13,01MIN1CSLA_D,Staff 13
10506863,13,01KORSLAU_D,Staff 13
10616320,13,05SAMUPSLA_D,Staff 13
10063171,13,02RANOFURT_D,Staff 13
10431494,13,05ISANSWIN_M,Staff 13
10615878,13,05SISACSLA_D,Staff 13
10624302,13,01MIN1CSLA_D,Staff 13
10024030,9,WGDUMMY_DMUP,Management 09
10011864,10,WGDUMMY_DMUP,Professional 10
10188119,12,05GBEFARM_M,Professional 12
10552940,13,01SARACSLA_D,Staff 13
10331311,13,05BUDZONE-B_M,Staff 13
10161355,11,02RANOFURT_M,Professional 11
10094453,12,DMTEAST_M,Professional 12
10521142,13,05SARABEFA_M,Staff 13
10101267,13,CROPFAC_M,Staff 13
10573943,13,05PHRAPSLA_D,Staff 13
10556714,12,01MIN1CFUR_M,Professional 12
10325613,13,05CHICKBEF_M,Staff 13
10057921,13,01WANGSAUC_M,Staff 13
10172560,13,06EAS1FARM_M,Staff 13
10063581,13,01SARACSLA_D,Staff 13
10337334,13,01SARACSLA_M,Staff 13
10052157,13,05ISANBRFA_M,Staff 13
10045391,13,01BANGDSLA_M,Staff 13
10328439,13,05EASTPSLA_M,Staff 13
10045469,13,08BKKFS5_M,Staff 13
10611497,13,01MAHAFOOD_D,Staff 13
10531327,13,05NORTINTE_M,Staff 13
10201323,13,01SARACSLA_D,Staff 13
10568640,13,01NONGFOOD_D,Staff 13
10590546,13,05BUDZONE-B_D,Staff 13
10506819,11,07FMOFF_M,Professional 11
10602143,13,05EASTSWIN_M,Staff 13
10405829,13,05SARABEFA_M,Staff 13
10024387,10,WGDUMMY_DMUP,Professional 10
10034241,9,WGDUMMY_DMUP,Management 09
